2.727,2.782,2.1135,1.9905,2.45825,2.22525,2.55675,2.4355,2.9515,2.52825,2.7635,2.82975,2.83325,2.89575,2.956,2.72275,2.469,2.64625,2.731,2.96975,3.05375,3.05325,2.7185,3.016,2.60375,2.899,2.47875,3.00175,2.8755,2.82575,2.79725,2.8495,3.6955
4.437,4.735,2.992,2.72875,3.6665,3.16525,3.79825,3.61625,4.87825,3.95875,4.2335,4.64025,4.48175,4.815,4.8345,4.51875,3.62125,4.28225,4.2725,4.97025,5.327,5.353,4.3875,5.1125,3.7045,4.8355,3.7165,5.021,4.84,4.5085,4.66975,4.6675,5.44025
3.0525,3.173,2.16425,2.01,2.62475,2.3085,2.69975,2.5775,3.34875,2.774,2.95025,3.301,3.1365,3.303,3.31025,3.137,2.653,2.946,3.04975,3.42725,3.66975,3.5825,3.10625,3.485,2.6855,3.29775,2.703,3.4405,3.3,3.1405,3.20475,3.21825,3.5855
2.96125,3.073,2.0915,1.93825,2.54475,2.2355,2.6185,2.4935,3.25625,2.68725,2.85775,3.21725,3.04125,3.2115,3.2125,3.04575,2.57075,2.86075,2.962,3.329,3.5735,3.47225,3.012,3.38225,2.60025,3.204,2.61375,3.3465,3.2045,3.042,3.10575,3.128,3.60275
2.9315,3.02825,2.0755,1.923,2.52275,2.21975,2.59825,2.46925,3.2215,2.662,2.82625,3.19375,3.01175,3.17875,3.17675,3.01375,2.5865,2.857,2.93475,3.29375,3.53975,3.42375,2.98625,3.34425,2.59575,3.17,2.59125,3.3115,3.167,3.00825,3.06975,3.097,3.58725
2.91475,2.9945,2.0355,1.87275,2.4985,2.1865,2.56825,2.43,3.21975,2.637,2.7925,3.20725,2.9935,3.179,3.158,3.0065,2.58925,2.867,2.924,3.29875,3.56225,3.4075,2.97075,3.338,2.5685,3.17225,2.56025,3.317,3.15675,2.9815,3.053,3.0935,3.753
2.62475,2.60325,1.83775,1.612,2.2425,1.9535,2.316,2.1555,2.93075,2.362,2.5095,2.99025,2.70425,2.9095,2.84475,2.7445,2.4625,2.685,2.66625,3.03225,3.286,2.98125,2.683,3.024,2.372,2.89825,2.28175,3.03,2.90125,2.682,2.7395,2.8405,3.309
2.6225,2.6715,1.84825,1.665,2.27375,1.9865,2.3445,2.188,2.9325,2.3695,2.54475,2.94525,2.69275,2.8975,2.8425,2.71775,2.41525,2.639,2.6595,2.99675,3.22675,3.02125,2.64925,2.9895,2.3615,2.892,2.27925,3.0215,2.8705,2.69725,2.73175,2.82025,3.32125
2.53775,2.53975,1.8135,1.606,2.225,1.93475,2.296,2.1245,2.8565,2.294,2.49175,2.86125,2.6165,2.82,2.75675,2.6335,2.4045,2.58625,2.58875,2.91075,3.10575,2.8455,2.54975,2.88475,2.32275,2.8165,2.1975,2.93675,2.78825,2.631,2.63375,2.74925,3.51675
2.3385,2.31475,1.679,1.43625,2.00075,1.7515,2.0715,1.919,2.61375,2.10275,2.2325,2.6985,2.40775,2.60425,2.531,2.46725,2.29175,2.454,2.39625,2.722,2.94175,2.65175,2.3965,2.69075,2.18475,2.57625,2.02875,2.697,2.6255,2.381,2.4435,2.547,3.12075
2.202,2.11975,1.5865,1.2975,1.89175,1.6405,1.96775,1.78675,2.50625,1.974,2.125,2.596,2.30325,2.50225,2.39175,2.341,2.234,2.3605,2.28775,2.6315,2.78825,2.42075,2.23475,2.53525,2.076,2.47625,1.8755,2.5785,2.50925,2.268,2.287,2.43925,2.9585
2.4875,2.42125,1.7465,1.48075,2.15425,1.858,2.236,2.029,2.83275,2.23075,2.42625,2.89675,2.563,2.808,2.70575,2.6185,2.39875,2.58775,2.55925,2.94125,3.133,2.7055,2.49625,2.8595,2.281,2.80275,2.1125,2.9215,2.7895,2.57925,2.5845,2.7395,3.18675
2.20075,2.14975,1.61725,1.3435,1.918,1.67325,1.99775,1.81225,2.496,1.9845,2.15175,2.56875,2.31625,2.48125,2.38925,2.328,2.24325,2.353,2.2855,2.61825,2.75325,2.403,2.20975,2.51925,2.10625,2.4615,1.87375,2.5675,2.495,2.27425,2.278,2.42725,3.07725
2.69625,2.69875,1.80725,1.55175,2.28475,1.95925,2.35525,2.1505,3.08625,2.41175,2.57275,3.164,2.74125,3.05975,2.92175,2.823,2.44175,2.76625,2.7485,3.23125,3.4825,3.0675,2.691,3.13375,2.36675,3.0655,2.236,3.19625,3.01475,2.777,2.82875,2.96925,3.1995
1.83475,1.7025,1.38275,1.1455,1.65375,1.4355,1.73325,1.5525,2.09825,1.67175,1.853,2.1345,1.9905,2.07625,2.00525,1.92725,1.916,1.96075,1.946,2.178,2.2175,1.9205,1.8465,2.08425,1.78925,2.05875,1.59,2.13725,2.0565,1.9325,1.8805,2.03875,2.31025
2.2105,2.19175,1.559,1.3775,1.93075,1.68375,2.00175,1.8325,2.4935,1.99675,2.159,2.53675,2.262,2.469,2.39425,2.291,2.0365,2.2345,2.2625,2.58975,2.7355,2.44425,2.21525,2.5185,2.01125,2.4605,1.8875,2.5645,2.42225,2.2835,2.287,2.409,3.13675
1.978,1.93375,1.37525,1.18875,1.675,1.46875,1.75025,1.605,2.21575,1.76775,1.883,2.291,2.01725,2.21325,2.1435,2.05625,1.84725,2.0415,2.008,2.32475,2.49275,2.1935,2.01225,2.2705,1.80875,2.1845,1.68075,2.28575,2.1935,2.0135,2.04475,2.15875,2.70425
1.9655,1.84975,1.299,1.10875,1.6045,1.38975,1.68225,1.544,2.2015,1.73375,1.826,2.25175,1.99325,2.199,2.1385,2.01775,1.77875,2.008,1.9415,2.309,2.49225,2.121,1.9945,2.279,1.7215,2.177,1.62925,2.27075,2.16025,1.992,2.01675,2.12775,2.386
1.75975,1.68575,1.23425,1.03,1.48925,1.3015,1.5635,1.414,1.99075,1.5695,1.681,2.0705,1.7985,1.996,1.91125,1.83425,1.713,1.8585,1.80125,2.0815,2.22525,1.90525,1.78,2.0285,1.625,1.95925,1.476,2.047,1.97375,1.7975,1.80975,1.927,2.679
1.85425,1.77175,1.25275,1.05425,1.54,1.337,1.61425,1.463,2.09075,1.63925,1.74925,2.1595,1.87425,2.09075,2.01625,1.928,1.73575,1.92,1.863,2.18625,2.365,2.00675,1.8635,2.14925,1.654,2.067,1.5295,2.15775,2.07275,1.88625,1.912,2.02075,2.62
1.89725,1.8345,1.27475,1.0885,1.6065,1.38075,1.66875,1.51175,2.15825,1.688,1.8175,2.211,1.92675,2.1435,2.0625,1.97825,1.74575,1.941,1.92825,2.2355,2.41775,2.06575,1.891,2.196,1.67725,2.13825,1.56975,2.22875,2.114,1.95075,1.9675,2.081,2.563
0.695,0.7745,0.58975,0.654,0.68475,0.6095,0.66975,0.692,0.66675,0.69475,0.71475,0.72425,0.8505,0.83725,0.87075,0.83825,0.81425,0.818,0.80325,0.9805,0.858,0.91875,0.85775,0.888,0.85725,0.85175,0.882,0.82075,0.81175,0.89575,0.8815,0.78525,1.382
1.19575,1.36725,0.946,1.05875,1.1275,1.0055,1.09525,1.1305,1.1195,1.14125,1.235,1.19225,1.37475,1.34325,1.41725,1.41275,1.2895,1.291,1.27975,1.685,1.427,1.6245,1.40675,1.4645,1.41075,1.36525,1.4345,1.34,1.3485,1.51275,1.49125,1.269,2.335
1.14175,1.293,0.89975,1.00175,1.0665,0.95625,1.0405,1.07425,1.0785,1.09125,1.1735,1.1315,1.289,1.26125,1.3405,1.33775,1.20425,1.23275,1.202,1.55225,1.33925,1.5285,1.3285,1.394,1.3235,1.27775,1.344,1.25675,1.2775,1.41825,1.40075,1.193,1.8725
2.373,2.603,1.7445,1.7935,2.04975,1.83025,2.12875,2.12,2.37675,2.2235,2.39775,2.293,2.47775,2.3655,2.613,2.57175,2.1185,2.3735,2.25075,2.73525,2.54525,2.9805,2.586,2.7615,2.383,2.4155,2.3955,2.38175,2.521,2.63125,2.654,2.364,2.8695
1.9135,2.001,1.44825,1.5295,1.6945,1.5205,1.70925,1.737,1.873,1.81625,1.934,1.84125,2.02475,1.9525,2.1605,2.1125,1.776,1.97075,1.859,2.244,2.0945,2.3715,2.14675,2.28825,2.0425,1.968,2.0605,1.919,2.02625,2.16125,2.173,1.9205,2.4445
2.59725,2.7885,1.98625,2.04975,2.33325,2.06475,2.31625,2.35425,2.691,2.481,2.6345,2.55625,2.78225,2.6865,2.93225,2.819,2.39675,2.68425,2.59525,3.00175,2.91075,3.41275,2.909,3.107,2.75925,2.73925,2.766,2.691,2.77275,2.88325,2.90675,2.641,3.0355
3.46075,3.619,2.63025,2.6995,3.06275,2.7405,3.1225,3.1405,3.538,3.2755,3.5205,3.38725,3.63525,3.4775,3.816,3.70625,3.14825,3.4945,3.3825,3.87275,3.7755,4.20825,3.7835,4.0065,3.537,3.5515,3.54425,3.531,3.64025,3.78025,3.8235,3.47575,4.03975
4.24425,4.44725,3.16525,3.18725,3.68725,3.3005,3.8235,3.80375,4.37525,3.9785,4.28525,4.1245,4.4285,4.28275,4.639,4.4685,3.77625,4.2055,4.0695,4.6855,4.622,5.073,4.546,4.86775,4.16325,4.39325,4.17675,4.39025,4.45525,4.575,4.59525,4.26775,4.9145
