1551,0,13933,348,781,8267,39813,5415,8241,10220,8889,7306,3594,8671,4574,12256,2560.5,12770,39248,0,2560.5,2024,8322,2597,1080,701,17972,2211,3891,9084,29738,3840,2560.5,9084,6187,6349,897,6467,29738,23449,7405,66364,20293,2469,1326,2344,8082,12063,11116,164399,221684,1125,0,5708,106788,55594,33017,33955,62003,49149,435,9084,53572,16263,928,11021,23437,21615,11029,25918,55869,4388,3986,2585,18532,13233,3569,40679,47309,3109,1598,23956,78860,20088,1816,35509,38623,3681,4830,14790,13158,30782,7900,8764,43904,10514,1806,16023,66797,5709,5149,25064,65909,3715,802,1769,15605,10855,3305,2831,717,308,0,9032,8853,2254,5836,13881,95636,22215,1556,4495,29738,9777,11536,34693,36063,3015,0,191,8362,3020
5377,16756,35498,9137,14974,16897,85882,4092,3616,54779,36218,15208,0,43817,12012,28591,213.5,10924,40063,0,213.5,1462,13971,8561,4271,4048,58518,1645,233,16756,36218,7555,213.5,16756,17399,5965,0,4712,36218,25147,4541,180382,30055,7969,162,0,0,11734,2463,343567,244092,0,0,0,96346,96257,49906,35080,58378,36746,0,42595,77319,28297,0,3040,12166,37657,16990,131791,89796,819,177,6703,29980,3120,0,20722,43554,0,0,43972,85240,30005,2108,41204,70288,2655,231,19124,8934,15399,23184,5429,59961,23028,227,37060,67127,3330,0,29298,55980,1738,309,7979,24948,2927,0,0,0,0,0,25364,20700,845,572,16615,67065,24087,0,0,0,0,200,7299,18523,7798,0,4758,8491,749
41727,75904,97004,7687,62472,90949,168529,7694,44983,100667,95652,30449,0,81545,31965,32510,12392.5,93240,181335,9784,12392.5,33907,25748,7174,7716,30813,122961,9224,14075,75904,126815.5,4542,12392.5,75904,43017,14431,6855,22197,126815.5,30595,28572,114267,130670,18013,11772,899,126815.5,43334,55465,348006,387276,576,0,17547,155482,132774,98976,166611,169359,49872,4498,201723,249767,56973,4856,10077,88301,56834,64772,204989,198307,17523,9987,54136,105502,15129,7923,101809,144262,3645,3766,74010,158771,59693,24081,125778,183939,24778,4052,70953,96495,17051,27938,43449,215843,75840,7699,67907,196091,3767,18213,101357,294830,12552,24422,92552,122530,12919,6764,52333,29935,3928,6691,71091,49684,1465,18648,83274,195976,82732,6801,15716,28134,4587,13515,77798,91707,14916,13013,43113,85755,9757
14334,65032.5,135931,13873,52039,249728,531510,4207,42421,268921,174044,10282,0,173536,35351,34771,3142.5,111517,268125,0,3142.5,5235,27792,41093,6843,42003,267920,22163,746,65032.5,191888.5,18383,3142.5,65032.5,46761,4932,2574,4146,191888.5,82351,25186,368469,51995,13964,1247,0,191888.5,79372,13326,776751,755149,1770,0,12191,240034,167572,24950,281552,379581,125286,3448,342211,687805,130740,341,7022,110295,45273,16996,190459,339651,21766,2840,41528,196345,20845,1840,6117,99809,15073,739,126172,316845,30340,3127,74636,193010,15483,3707,107953,144419,27224,5518,38775,308014,67222,3158,49566,294603,23357,2366,127690,509497,30808,36489,279576,222659,9083,4778,19175,8418,2160,635,169635,138859,570,7475,55429,190767,73893,300,240,159,98,1498,166,1277,389,1155,2282,0,0
61582,168640,186796,23434,138882,603812,815054,9230,64694,474689,193501,2892,0,353173,46210,16480,6896,156336,447025,0,6896,10811,49418,17601,8351,80345,380296,20182,4079,168640,409398,61027,6896,168640,113092,19007,1602,76152,409398,165217,37244,586292,98663,42981,2377,0,409398,162057,16638,1320201,1229858,4965,0,71334,754021,201126,8007,397026,473159,119221,1519,498198,882144,229211,337,76962,292188,89322,19315,310287,810440,62775,5321,201061,625535,91217,1928,143219,403831,16048,2099,281051,790246,189047,3713,136384,461991,54545,21375,288511,445238,10247,11892,88949,548312,86565,18843,180944,588335,26778,19705,230896,912253,20214,66436,391757,196928,50255,7631,88583,99115,5677,1050,219441,205101,6383,16881,147321,414965,121854,4352,6920,14595,5785,6161,97176,47874,8640,1007,3359,30704,2162
2089,49296,699758,155124,54979,764950,1387448,0,3510,472824,451884,14602,0,160446,486717,236230,40,99738,914487,1246,40,665,184023,0,1416,77178,365006,78858,0,49296,339002,1590,40,49296,0,0,0,0,339002,14138,510,80156,31692,15254,0,0,0,17842,0,282346,466456,19591,0,10947,564145,143367,835,114042,576140,197201,0,237568,584418,217481,0,24206,232881,99363,2695,235886,993606,143679,3605,234844,586577,89704,0,6229,136307,3681,0,111767,631018,231673,0,51859,339002,74085,4016,148909,504248,12220,399,7339,266109,15174,517,13209,275874,10794,3819,46733,725188,112928,14890,161995,209687,26334,80,4368,38121,3829,0,24603,32818,696,197,34980,10919,927,0,0,0,0,0,179,19338,3632,0,0,57198,8712
384,0,594600,297143,89370,652585,1137840,98801,32348,930540,1075180,212624,0,129460,732953,393790,487.5,33355,737974,18957,487.5,12105,348726,42576,5442,98039,439893,122398,0,33355,348726,2162,487.5,33355,14918,0,0,576,348726,15926,775,62705,20395,11272,315,0,11078,14140,0,98013,246985,131659,0,13119,510763,196042,3348,72915,457336,118904,0,27828,122481,63223,0,27767,197610,99146,37733,231637,795724,128775,7324,172539,471846,109836,0,19009,202166,10025,0,62349,455428,262911,0,54011,465476,143416,12007,173936,813810,37376,0,6358,439958,26204,4494,43658,274733,54715,10763,47362,409223,170625,12835,98349,299373,27516,591,23055,51950,7751,0,2012,9061,753,910,0,0,495,1740,0,0,923,2664,0,10315,2388,0,2318,27782,2467
178,0,297930,336809,21759,359836,936163,77056,25990,856180,1202502,303519,0,129284,829186,462044,0,10488,621847,8663,0,6515,326453,29954,4809,167318,448615,100544,0,3409,113428,11861,0,3409,1890,2827,0,376,113428,7940,0,28070,69888,2837,0,5781,5576,4680,0,16513,155269,150769,0,3409,351611,133611,236,25257,168154,25921,0,0,11138,8967,0,0,83057,63116,9591,80738,358732,55214,267,66205,127310,30039,0,0,21267,1959,0,1390,88149,132144,94,559,181212,66121,1162,47953,510020,10674,985,0,113428,4833,0,0,11728,331,0,533,20158,7303,451,17784,250914,22468,0,12701,44608,2251,0,491,21401,4637,0,374,39417,12590,9182,0,336,0,0,0,17325,9730,0,0,13012,1015
0,0,309412,377151,0,230803,908934,46995,0,359081,553111,16819,0,57029,442325,207655,0,3281,564445,0,0,255,107636,767,207,99494,472715,112062,0,2166,122984,0,0,2166,4966,0,0,0,122984,17533,0,50793,14374,14581,0,2234,15774,6813,0,45047,239282,163775,0,358,158180,42607,0,4686,122984,11793,0,392,43297,28840,0,1228,16760,8749,0,1294,136683,18356,0,15278,31484,19513,0,2354,14550,139,79,0,36629,33437,0,0,131919,33802,106,543,187878,141,0,90,65140,1650,0,0,32423,0,0,0,91583,4340,0,1113,67893,280,0,0,0,0,0,10194,129145,7776,0,7082,262210,88766,1441,19332,192881,73085,1214,139664,582088,166439,0,2166,95588,13753
0,1362,1067699,1287865,91257,1020755,1954526,86264,182475,1023604,886782,51852,0,116389,1075330,474618,509,57881,1584133,12333,0,11150,766603,63963,4849,341701,726790,86548,0,57263.5,441699,51847,0,57263.5,211766,1762,0,54458,441699,144487,14546,394836,423777,16246,0,38117,92301,22680,268,57263.5,618911,426082,0,56646,1576866,418633,10837,183787,829077,104953,0,31542,266920,135899,0,23178,421343,158318,12290,250690,1225472,203527,1001,163118,328311,72409,222,69314,274823,34998,1866,87868,775380,417230,510,51111,743042,219239,16056,158603,704844,4054,6386,19015,411247,21436,18632,88583,333987,15921,6057,58985,671381,58551,10386,128595,441699,13740,600,43149,108274,10189,0,47725,159838,15542,0,9806,87470,15646,508,12797,44551,11131,1808,25647,57197,15324,0,0,28960,13908
